timestamp,action,amount_usd,amount_btc,price
2025-05-31 00:00:00,buy,53.92747818955079,0.000520156933945283,103675.4
2025-05-31 04:00:00,buy,40.180457853701554,0.00038723934505159005,103761.3
2025-05-31 08:00:00,buy,159.22086024792736,0.0015382959445119629,103504.7
2025-05-31 12:00:00,sell,230.2424856269172,0.0022021352143377997,104554.2
2025-06-01 08:00:00,buy,48.20401353518633,0.00046312473192581713,104084.3
2025-06-02 08:00:00,buy,177.8415528192469,0.0017091176441910967,104054.6
2025-06-02 12:00:00,buy,50.037646112290666,0.00047913175893186764,104434.0
2025-06-02 16:00:00,buy,68.95866197716872,0.0006603218171571016,104431.9
2025-06-03 00:00:00,sell,295.2943653971921,0.002799240175192288,105490.9
2025-06-04 08:00:00,buy,6.135348956561204,5.8374132230689865e-05,105103.9
2025-06-04 12:00:00,sell,52.99679371407229,0.000503280482970259,105302.7
2025-06-04 16:00:00,buy,113.89644503153251,0.001085662751850474,104909.6
2025-06-04 20:00:00,buy,216.3374879317657,0.002066645535049658,104680.5
2025-06-05 00:00:00,buy,94.54135094091947,0.0009000680795609158,105038.0
2025-06-05 04:00:00,buy,306.32623202785277,0.0029306279600620397,104525.8
2025-06-05 08:00:00,buy,213.22174242797283,0.0020343528462576574,104810.6
2025-06-05 12:00:00,buy,333.2354391175065,0.003187647925929566,104539.6
2025-06-05 16:00:00,buy,1351.179693616241,0.013257322628311962,101919.5
2025-06-05 20:00:00,buy,1521.8083030547066,0.014993185251770508,101500.0
2025-06-06 00:00:00,buy,1150.9130448177696,0.011228858148784045,102496.0
2025-06-06 04:00:00,buy,914.0644570240742,0.008861593006467093,103149.0
2025-06-06 08:00:00,buy,630.4287386617143,0.006065961812948221,103928.9
2025-06-06 12:00:00,buy,201.16863282580837,0.0019141744532601074,105094.2
2025-06-06 16:00:00,buy,550.0112697647011,0.0052769808398162215,104228.4
2025-06-06 20:00:00,buy,541.1932538252553,0.005189037435222568,104295.5
2025-06-07 00:00:00,buy,336.08861808834695,0.003204582661565607,104877.5
2025-06-07 04:00:00,buy,363.58745741509915,0.00346740051779249,104858.8
2025-06-07 08:00:00,buy,275.97544113149274,0.002624750375738802,105143.5
2025-06-07 12:00:00,buy,138.13047336434232,0.0013085704616722922,105558.3
2025-06-07 16:00:00,buy,95.08025975996847,0.0008992750372408229,105729.9
2025-06-07 20:00:00,buy,185.1219407558183,0.001753819298970554,105553.6
2025-06-08 00:00:00,buy,236.2216682551086,0.002239581669492989,105475.8
2025-06-08 08:00:00,buy,202.89631023568856,0.0019200320065001085,105673.4
2025-06-09 08:00:00,sell,464.77187358886295,0.004312959739767125,107761.7
2025-06-09 12:00:00,sell,397.0895426216847,0.0036891169820136615,107638.1
2025-06-09 16:00:00,sell,728.7645540714689,0.006712368694151158,108570.4
2025-06-09 20:00:00,sell,1346.5569824665558,0.012211785778760245,110267.0
2025-06-10 00:00:00,sell,1059.1690502438535,0.009665776750206046,109579.3
2025-06-10 04:00:00,sell,895.951602381748,0.00820378348882676,109212.0
2025-06-10 08:00:00,sell,1003.3878580842277,0.009159227326523264,109549.4
2025-06-10 12:00:00,sell,785.2167469713725,0.007202244159045608,109023.9
2025-06-10 16:00:00,sell,949.3069368689855,0.008668717662567955,109509.5
2025-06-10 20:00:00,sell,1219.9348560269095,0.011062750510109893,110274.1
2025-06-11 00:00:00,sell,993.4748025857658,0.009054711555105408,109719.1
2025-06-11 16:00:00,sell,578.3966806295913,0.0053186292922577025,108749.2
2025-06-12 04:00:00,sell,127.10352283924774,0.001180920375461394,107630.9
2025-06-12 08:00:00,buy,151.99586498445822,0.0014217166103526067,106910.1
2025-06-12 12:00:00,buy,117.59700974844628,0.001098856727757362,107017.6
2025-06-12 16:00:00,buy,207.64681591108203,0.0019443332179520192,106795.9
2025-06-12 20:00:00,buy,639.507837010141,0.006052288835061212,105663.8
2025-06-13 00:00:00,buy,1160.6523176541548,0.011129330857370091,104287.7
