timestamp,action,amount_usd,amount_btc,price
2022-02-03 08:00:00,buy,7951.920024129172,0.17960019080596587,44275.67692687011
2023-01-10 04:00:00,buy,2029.213723539228,0.11709380593896807,17329.812685368688
2023-01-12 20:00:00,sell,947.6198617182013,0.054178596852306034,17490.668211682696
2023-01-13 00:00:00,sell,1655.8774368184065,0.09436288079471929,17547.974615364565
2023-01-13 04:00:00,buy,697.106669681967,0.04019857198887892,17341.577951446237
2023-01-13 08:00:00,sell,2001.662372370161,0.11391739381858322,17571.174210304238
2023-01-13 16:00:00,sell,1121.4703092396978,0.06412880149516344,17487.77901804821
2023-01-13 20:00:00,buy,1172.2990366533627,0.0678206309111445,17285.286510962356
2023-01-14 00:00:00,buy,897.235411233847,0.051851321822239206,17304.002669590955
2023-01-14 04:00:00,sell,1929.3343662777627,0.10997553471333489,17543.305166070037
2023-01-14 08:00:00,buy,1320.4425536348579,0.07650643464267519,17259.235249976173
2023-01-14 12:00:00,sell,687.160646036939,0.03942552009397117,17429.33623701308
2023-01-14 16:00:00,buy,462.2699158720978,0.026681116693001394,17325.733446282396
2023-01-14 20:00:00,buy,1017.4744098085026,0.05890559532777055,17272.967095009102
2023-01-15 12:00:00,sell,1890.3076028855073,0.10794460611112937,17511.83010422428
2023-01-15 20:00:00,buy,786.6970808438765,0.0455365366725847,17276.17290046364
2023-01-16 08:00:00,sell,825.3732379984608,0.0474236500986396,17404.253706361957
2023-11-28 20:00:00,sell,1175.3196775791741,0.030063506268604396,39094.56425601865
2025-01-06 04:00:00,sell,55.670586738556516,0.0005917919731579517,94071.20958651091
2025-01-07 00:00:00,sell,72.5501280178924,0.0007702621455553602,94188.87898948176
2025-01-09 00:00:00,buy,133.53049365402336,0.0014151502680008411,94357.81957110437
2025-01-10 16:00:00,buy,216.1840426335906,0.0022864121192062016,94551.6518293498
2025-01-10 20:00:00,buy,466.1865652200301,0.004935523357221151,94455.34576144874
2025-01-11 00:00:00,sell,156.74586421472858,0.0016541194383417786,94760.91059776382
2025-01-11 04:00:00,sell,225.94135151243,0.0023831353206887496,94808.44396495736
2025-01-11 08:00:00,buy,642.5135643423665,0.006805255670713927,94414.3167327851
2025-01-11 12:00:00,sell,495.2559648817623,0.005215128786281412,94965.24154581787
2025-01-11 20:00:00,buy,1193.9388858137088,0.012673601152188456,94206.7587165264
2025-01-12 00:00:00,sell,911.9907476601337,0.009578744794666671,95209.83878471416
2025-01-12 04:00:00,buy,572.3432226162275,0.006055064981999558,94523.05207585456
2025-01-12 16:00:00,buy,317.9375932155437,0.003357401927568121,94697.5072018966
2025-01-12 20:00:00,sell,754.3915587455956,0.007922923621740867,95216.3108925486
2025-01-14 00:00:00,sell,611.8583874719494,0.006420566498894738,95296.63583069768
2025-01-14 04:00:00,buy,345.3125272281403,0.003640200467471304,94860.85459134469
2025-01-14 20:00:00,sell,373.28070427948387,0.003917328316010001,95289.6142898968
2025-01-15 12:00:00,buy,1228.9172584144835,0.012987654868156588,94621.95222230376
2025-01-15 16:00:00,sell,595.2531387773416,0.00623350244281145,95492.56525339052
2025-01-15 20:00:00,sell,1039.8563311271155,0.010863464051629804,95720.5110805434
2025-01-16 16:00:00,buy,1572.985785892556,0.016630407924809736,94584.918963168
2025-01-16 20:00:00,buy,1213.4978596327653,0.012805991287955844,94760.1659524844
